movie_name,movie_code,actor_name,actor_code,open_date,audience
___ _________ ______ ___,20113554,_________,10004529,05.12.14,"1,702,598"
___ _________ ______ ___,20113554,_________,10055081,09.4.22,"1,702,420"
___ _________ ______ ___,20113554,_________,20111803,02.12.11,"1,702,241"
___ _________ ______ ___,20113554,_________,20113419,12.1.18,"1,702,063"
___ _________ ______ ___,20113554,_________,20180640,08.1.10,"1,701,885"
___ _________ ______ ___,20113554,_________,20130284,14.9.3,"1,701,706"
___ _________ ______ ___,20113554,_________,20184747,05.1.27,"1,701,528"
_________,20124062,_________,10004060,13.1.9,"1,701,349"
_________,20124062,_________,10026802,06.7.13,"1,701,171"
_________,20124062,_________,10003957,15.2.11,"1,700,992"
_________,20124062,_________,20125825,14.4.30,"1,700,814"
_________,20124062,_________,10000736,08.12.30,"1,700,635"
_________,20124062,_________,20174822,08.9.4,"1,700,457"
_________,20124062,_________,10072645,05.7.29,"1,700,278"
_________,20124062,_________,20179098,14.7.3,"1,700,100"
_________,20124062,_________,20179545,03.10.2,"1,699,922"
_________,20124062,_________,20179618,06.9.21,"1,699,743"
_________: _________ ___ 1-1,20080736,_________,10035772,12.1.18,"1,699,565"
_________: _________ ___ 1-1,20080736,_________,10062184,14.5.29,"1,699,386"
_________: _________ ___ 1-1,20080736,_________,10000736,13.9.5,"1,699,208"
_________: _________ ___ 1-1,20080736,_________,10054128,10.7.14,"1,699,029"
_________: _________ ___ 1-1,20080736,_________,10079458,10.6.16,"1,698,851"
_________: _________ ___ 1-1,20080736,_________,20111462,03.11.21,"1,698,672"
_________,20124938,______,10001901,04.4.2,"1,698,494"
_________,20124938,_________,10029595,03.9.4,"1,698,315"
_________,20124938,_________,10065946,03.6.13,"1,698,137"
_________,20124938,_________,10053565,07.2.1,"1,697,959"
_________,20124938,_________,20127194,06.9.14,"1,697,780"
_________,20124938,_________,10037206,11.7.20,"1,697,602"
_________,20124938,_________,20192490,13.8.14,"1,697,423"
_________,20124938,_________,20110284,04.1.16,"1,697,245"
_________,20124938,_________,20164825,02.11.20,"1,697,066"
_________,20124938,_________,20138101,05.3.10,"1,696,888"
_______________,20124074,_________,10047367,10.1.28,"1,696,709"
_______________,20124074,_________,10087363,09.6.11,"1,696,531"
_______________,20124074,_________,10057349,05.9.23,"1,696,352"
_______________,20124074,_________,20125828,15.3.25,"1,696,174"
_______________,20124074,_________,10001765,07.11.1,"1,695,996"
_______________,20124074,_________,20121022,10.6.2,"1,695,817"
_______________,20124074,_________,20184357,09.5.28,"1,695,639"
_______________,20124074,_________,20111976,11.12.1,"1,695,460"
______,20050326,_________,10057315,13.11.14,"1,695,282"
______,20050326,_________,20111397,12.11.29,"1,695,103"
______,20050326,_________,10060114,09.1.15,"1,694,925"
______,20050326,_________,10006392,11.7.20,"1,694,746"
______,20050326,_________,10005221,10.12.22,"1,694,568"
______,20050326,_________,10072988,04.9.17,"1,694,390"
______,20050326,______,20124286,15.6.18,"1,694,211"
______,20050326,_________,10040423,14.4.30,"1,694,033"
______,20050326,_________,20131827,03.10.17,"1,693,854"
______,20050326,_________,10089747,10.10.28,"1,693,676"
7___ _________,20081737,_________,10006171,07.2.14,"1,693,497"
7___ _________,20081737,_________,10000877,10.9.16,"1,693,319"
7___ _________,20081737,_________,20112657,12.11.8,"1,693,140"
7___ _________,20081737,_________,10053771,13.10.2,"1,692,962"
7___ _________,20081737,_________,20129215,12.6.6,"1,692,783"
7___ _________,20081737,_________,10000736,11.3.31,"1,692,605"
7___ _________,20081737,_________,10060094,09.10.22,"1,692,427"
7___ _________,20081737,_________,20133432,06.2.23,"1,692,248"
7___ _________,20081737,_________,20136535,04.11.5,"1,692,070"
7___ _________,20081737,_________,20137063,14.12.24,"1,691,891"
7___ _________,20081737,_________,20137501,05.10.7,"1,691,713"
____________,20020236,_________,10058849,04.10.8,"1,691,534"
____________,20020236,_________,10087280,12.12.19,"1,691,356"
____________,20020236,_________,10072338,05.8.11,"1,691,177"
____________,20020236,_________,10054065,03.3.28,"1,690,999"
____________,20020236,_________,20111116,12.3.8,"1,690,820"
____________,20020236,______,10061745,12.8.22,"1,690,642"
____________,20020236,_________,20137378,05.11.23,"1,690,464"
____________,20020236,_________,10004010,13.10.9,"1,690,285"
_________,20113743,_________,10090290,11.9.29,"1,690,107"
_________,20113743,_________,10047352,11.9.7,"1,689,928"
_________,20113743,_________,10061861,11.8.10,"1,689,750"
_________,20113743,_________,20133937,06.4.26,"1,689,571"
_________,20113743,_________,20110693,04.8.12,"1,689,393"
______ ______ _________ ______,20070382,_________,10026732,05.12.21,"1,689,214"
______ ______ _________ ______,20070382,_________,10005602,03.6.27,"1,689,036"
______ ______ _________ ______,20070382,_________,10047367,08.11.13,"1,688,857"
______ ______ _________ ______,20070382,_________,10066805,10.12.29,"1,688,679"
______ ______ _________ ______,20070382,_________,20145198,99.10.2,"1,688,501"
______ ______ _________ ______,20070382,_________,10005839,10.5.13,"1,688,322"
______ ______ _________ ______,20070382,_________,20123973,06.4.6,"1,688,144"
______ ______ _________ ______,20070382,_________,20130574,05.5.4,"1,687,965"
______ ______ _________ ______,20070382,_________,20111552,07.4.12,"1,687,787"
______ ______ _________ ______,20070382,_________,20158380,03.10.24,"1,687,608"
______-______ ___,20134804,_________,10072431,11.8.4,"1,687,430"
______-______ ___,20134804,_________,10040425,09.4.30,"1,687,251"
______-______ ___,20134804,_________,20127192,03.7.11,"1,687,073"
______-______ ___,20134804,_________,10054128,11.7.28,"1,686,895"
______-______ ___,20134804,_________,10005276,04.6.3,"1,686,716"
______-______ ___,20134804,_________,20125825,05.4.28,"1,686,538"
______-______ ___,20134804,_________,10005410,15.5.14,"1,686,359"
______-______ ___,20134804,_________,10054755,15.1.21,"1,686,181"
______-______ ___,20134804,_________,10001662,07.10.18,"1,686,002"
______-______ ___,20134804,_________,10050734,04.7.22,"1,685,824"
_________ ___ 2,20040786,_________,10035772,10.12.22,"1,685,645"
_________ ___ 2,20040786,_________,10062240,10.11.10,"1,685,467"
_________ ___ 2,20040786,_________,10054128,09.9.24,"1,685,288"
_________ ___ 2,20040786,_________,20129171,11.12.21,"1,685,110"
_________ ___ 2,20040786,______,20123309,14.10.8,"1,684,932"
_________ ___ 2,20040786,_________,10000736,04.4.15,"1,684,753"
_________ ___ 2,20040786,_________,20134083,07.9.19,"1,684,575"
_________ ___ 2,20040786,_________,20137427,07.11.14,"1,684,396"
____________,20124935,_________,10028888,06.4.27,"1,684,218"
____________,20124935,_________,10005617,13.5.16,"1,684,039"
____________,20124935,_________,10047357,07.12.12,"1,683,861"
____________,20124935,_________,20069204,10.12.1,"1,683,682"
____________,20124935,_________,20127194,06.3.23,"1,683,504"
____________,20124935,_________,10072645,08.7.31,"1,683,325"
____________,20124935,_________,10072773,15.8.20,"1,683,147"
____________,20124935,_________,20132757,04.4.30,"1,682,969"
____________,20124935,_________,20133145,06.6.15,"1,682,790"
_________,20060147,_________,10066929,04.8.13,"1,682,612"
_________,20060147,_________,10043371,14.1.22,"1,682,433"
_________,20060147,_________,10071183,04.5.5,"1,682,255"
_________,20060147,_________,10026716,04.9.3,"1,682,076"
_________,20060147,_________,10056970,09.9.9,"1,681,898"
_________,20060147,_________,10005374,05.3.17,"1,681,719"
_________,20060147,_________,10072722,09.4.2,"1,681,541"
_________,20060147,_________,10072695,15.1.14,"1,681,362"
_________,20060147,_________,10000736,11.1.20,"1,681,184"
_________,20060147,_________,20157606,06.9.28,"1,681,006"
_______________ : _________ ______ ___,20149570,_________,10004060,10.9.9,"1,680,827"
_______________ : _________ ______ ___,20149570,_________,10050151,12.5.3,"1,680,649"
_______________ : _________ ______ ___,20149570,_________,10056633,11.2.17,"1,680,470"
______,20139183,______,10088975,13.3.21,"1,680,292"
______,20139183,_________,10062184,06.2.16,"1,680,113"
______,20139183,_________,20121022,03.9.5,"1,679,935"
______,20139183,_________,10087751,13.12.11,"1,679,756"
______,20139183,_________,10066929,10.8.12,"1,679,578"
______,20139183,_________,10028773,07.2.8,"1,679,399"
______,20139183,_________,10004577,12.12.6,"1,679,221"
______,20139183,_________,20113533,06.2.9,"1,679,043"
______,20139183,______,20193310,09.7.15,"1,678,864"
_________,20081716,_________,10066899,04.2.20,"1,678,686"
_________,20081716,_________,10069182,08.10.23,"1,678,507"
_________,20081716,_________,20066637,03.8.1,"1,678,329"
_________,20081716,_________,10049765,13.10.24,"1,678,150"
_________,20081716,_________,10037229,14.10.2,"1,677,972"
_________,20081716,_________,10040901,03.8.14,"1,677,793"
_________,20081716,_________,20124797,06.10.19,"1,677,615"
_________,20081716,_________,10003702,14.7.30,"1,677,437"
_________,20081716,_________,20156316,14.12.17,"1,677,258"
_________,20081716,_________,20157551,15.8.5,"1,677,080"
_________,20081716,_________,20158830,06.7.27,"1,676,901"
_________,20081001,_________,10062184,12.7.25,"1,676,723"
_________,20081001,_________,10087693,13.1.23,"1,676,544"
_________,20081001,_________,10088453,15.7.22,"1,676,366"
_________,20081001,_________,20166451,12.9.13,"1,676,187"
_________,20081001,_________,10043371,05.12.29,"1,676,009"
_________,20081001,_________,10066769,04.2.5,"1,675,830"
_________,20081001,_________,20110992,09.7.22,"1,675,652"
_________,20081001,_________,20132417,13.12.18,"1,675,474"
_________,20081001,_________,10066973,03.12.24,"1,675,295"
_________,20081001,_________,20150325,13.8.1,"1,675,117"
_________ _________,20050148,_________,10056670,13.9.11,"1,674,938"
_________ _________,20050148,_________,10072251,14.8.6,"1,674,760"
_________ _________,20050148,_________,20142673,14.1.22,"1,674,581"
_________ _________,20050148,_________,10004860,09.7.29,"1,674,403"
_________ _________,20050148,_________,10007577,07.8.1,"1,674,224"
_________ _________,20050148,_________,20143806,08.12.3,"1,674,046"
_________ _________,20050148,_________,10050151,05.8.4,"1,673,867"
_________ _________,20050148,_________,10056244,11.8.10,"1,673,689"
_________ _________,20050148,_________,10004373,11.5.4,"1,673,511"
______ ___ ___,20139201,_________,10062025,07.7.25,"1,673,332"
______ ___ ___,20139201,_________,10043371,13.1.30,"1,673,154"
______ ___ ___,20139201,_________,10055581,13.6.5,"1,672,975"
______ ___ ___,20139201,_________,10005410,06.9.28,"1,672,797"
______ ___ ___,20139201,_________,10056359,08.7.17,"1,672,618"
______ ___ ___,20139201,_________,10042830,12.10.31,"1,672,440"
______ ___ ___,20139201,_________,20178264,06.12.14,"1,672,261"
______ ___ ___,20139201,_________,20129258,10.8.4,"1,672,083"
______ ___ ___,20139201,_________,10089534,09.12.23,"1,671,904"
______ ___ ___,20139201,_________,10062081,06.1.19,"1,671,726"
_________-________________________,20030127,_________,10030192,15.6.24,"1,671,548"
_________-________________________,20030127,_________,10061252,99.2.13,"1,671,369"
_________-________________________,20030127,_________,20111403,05.9.7,"1,671,191"
_________-________________________,20030127,_________,10056667,13.8.14,"1,671,012"
_________-________________________,20030127,_________,20111411,13.7.31,"1,670,834"
_________-________________________,20030127,_________,20110106,13.7.3,"1,670,655"
_________-________________________,20030127,_________,10067447,10.2.4,"1,670,477"
_________-________________________,20030127,_________,10000513,11.10.20,"1,670,298"
_________-________________________,20030127,_________,10088291,03.4.25,"1,670,120"
_________-________________________,20030127,_________,20125114,12.12.25,"1,669,942"
_________ ______ - _________ ______3,20060257,_________,10040687,05.1.27,"1,669,763"
_________ ______ - _________ ______3,20060257,_________,10005223,08.2.14,"1,669,585"
_________ ______ - _________ ______3,20060257,_________,10004748,15.9.16,"1,669,406"
_________ ______ - _________ ______3,20060257,_________,10079457,03.2.7,"1,669,228"
_________ ______ - _________ ______3,20060257,_________,20160215,12.8.8,"1,669,049"
_________ ______ - _________ ______3,20060257,_________,10003902,14.11.27,"1,668,871"
_________ ______ - _________ ______3,20060257,_________,10005374,11.1.27,"1,668,692"
_________ ______ - _________ ______3,20060257,_________,20130257,14.7.23,"1,668,514"
_________ ______ - _________ ______3,20060257,_________,10058925,12.2.2,"1,668,335"
_________ ______ - _________ ______3,20060257,_________,20122765,13.2.21,"1,668,157"
_________ ______,20113535,_________,10043371,11.9.22,"1,667,979"
_________ ______,20113535,_________,10029013,12.5.17,"1,667,800"
_________ ______,20113535,_________,10006964,12.7.5,"1,667,622"
_________ ______,20113535,_________,10005877,08.6.19,"1,667,443"
_________ ______,20113535,_________,10040599,13.12.24,"1,667,265"
_________ ______,20113535,_________,20160712,12.3.22,"1,667,086"
_________ ______,20113535,_________,10057741,05.12.14,"1,666,908"
_________ ______,20113535,_________,10058234,09.4.22,"1,666,729"
_________ ______,20113535,_________,20179341,02.12.11,"1,666,551"
_________ ______,20130442,_________,10055970,12.1.18,"1,666,372"
_________ ______,20130442,_________,10067353,08.1.10,"1,666,194"
_________ ______,20130442,_________,20191126,14.9.3,"1,666,016"
_________ ______,20130442,_________,20183236,05.1.27,"1,665,837"
_________ ______,20130442,_________,10003953,13.1.9,"1,665,659"
_________ ______,20130442,_________,10004317,06.7.13,"1,665,480"
_________ ______,20130442,_________,20193153,15.2.11,"1,665,302"
_________ ______,20130442,_________,20194647,14.4.30,"1,665,123"
_________,20124086,_________,10035772,08.12.30,"1,664,945"
_________,20124086,_________,10026732,08.9.4,"1,664,766"
_________,20124086,_________ ______,10088518,05.7.29,"1,664,588"
_________,20124086,_________,10001779,14.7.3,"1,664,409"
_________,20124086,_________,20090447,03.10.2,"1,664,231"
______,20100209,_________,10062184,06.9.21,"1,664,053"
______,20100209,_________,10029474,12.1.18,"1,663,874"
______,20100209,_________,10053981,14.5.29,"1,663,696"
______,20100209,______,10053708,13.9.5,"1,663,517"
______,20100209,_________,10088453,10.7.14,"1,663,339"
______,20100209,_________,10054128,10.6.16,"1,663,160"
______,20100209,_________,10004448,03.11.21,"1,662,982"
_______________,20100296,_________,10002387,04.4.2,"1,662,803"
_______________,20100296,_________,10072431,03.9.4,"1,662,625"
_______________,20100296,_________,10071140,03.6.13,"1,662,447"
_______________,20100296,_________,10004823,07.2.1,"1,662,268"
_______________,20100296,_________,10026789,06.9.14,"1,662,090"
_______________,20100296,_________,10003973,11.7.20,"1,661,911"
_______________,20100296,_________,20124956,13.8.14,"1,661,733"
_______________,20100296,_________,20166665,04.1.16,"1,661,554"
_______________,20100296,_________,20111719,02.11.20,"1,661,376"
_______________,20100296,_________,20135520,05.3.10,"1,661,197"
_______________,20100296,_________,10054378,10.1.28,"1,661,019"
_______________,20100296,_________,20125456,09.6.11,"1,660,840"
_______________,20100296,_________,20130912,05.9.23,"1,660,662"
_______________,20100296,_________,20131236,15.3.25,"1,660,484"
_______________,20100296,_________,20133487,07.11.1,"1,660,305"
____________,20030350,_________,10072251,10.6.2,"1,660,127"
____________,20030350,_________,10054008,09.5.28,"1,659,948"
____________,20030350,_________,10000955,11.12.1,"1,659,770"
____________,20030350,_________,10004777,13.11.14,"1,659,591"
____________,20030350,_________,10050151,12.11.29,"1,659,413"
____________,20030350,_________,20111976,09.1.15,"1,659,234"
____________,20030350,_________,10005220,11.7.20,"1,659,056"
____________,20030350,_________,10029125,10.12.22,"1,658,877"
______ ______,20040481,_________,10004028,04.9.17,"1,658,699"
______ ______,20040481,_________,10004317,15.6.18,"1,658,521"
______ ______,20040481,_________,20111228,14.4.30,"1,658,342"
______ ______,20040481,_________,10026674,03.10.17,"1,658,164"
______ ______,20040481,______,10070393,10.10.28,"1,657,985"
______ ______,20040481,_________,10006385,07.2.14,"1,657,807"
______ ______,20040481,_________,10005415,10.9.16,"1,657,628"
______ ______,20040481,_________,10087774,12.11.8,"1,657,450"
______ ______,20040481,_________,10037040,13.10.2,"1,657,271"
___! ____________,20030133,_________,10057315,12.6.6,"1,657,093"
___! ____________,20030133,_________,10055581,11.3.31,"1,656,914"
___! ____________,20030133,_________,10019082,09.10.22,"1,656,736"
___! ____________,20030133,_________,20123387,06.2.23,"1,656,558"
___! ____________,20030133,_________,20165343,04.11.5,"1,656,379"
___! ____________,20030133,_________,20141738,14.12.24,"1,656,201"
___! ____________,20030133,_________,20143959,05.10.7,"1,656,022"
___! ____________,20030133,_________,20146968,04.10.8,"1,655,844"
______ ______,20030131,_________,10058646,12.12.19,"1,655,665"
______ ______,20030131,_________,10026674,05.8.11,"1,655,487"
______ ______,20030131,_________,10049852,03.3.28,"1,655,308"
______ ______,20030131,_________,10056667,12.3.8,"1,655,130"
______ ______,20030131,_________,20156502,12.8.22,"1,654,952"
______ _________,20070015,_________,10035772,05.11.23,"1,654,773"
______ _________,20070015,_________,10003799,13.10.9,"1,654,595"
______ _________,20070015,_________,10000558,11.9.29,"1,654,416"
______ _________,20070015,_________,10003710,11.9.7,"1,654,238"
______ _________,20070015,_________,20166713,11.8.10,"1,654,059"
______ _________,20070015,_________,20166542,06.4.26,"1,653,881"
______ _________,20070015,_________,20166472,04.8.12,"1,653,702"
______ _________,20070015,_________,20112423,05.12.21,"1,653,524"
______ _________,20070015,_________,20125611,03.6.27,"1,653,345"
______ _________,20070015,_________,20131460,08.11.13,"1,653,167"
____________ _________ ______,20060244,_________,10000558,10.12.29,"1,652,989"
____________ _________ ______,20060244,_________,20111314,99.10.2,"1,652,810"
____________ _________ ______,20060244,_________,10054391,10.5.13,"1,652,632"
____________ _________ ______,20060244,_________,20165098,06.4.6,"1,652,453"
____________ _________ ______,20060244,_________,10005840,05.5.4,"1,652,275"
____________ _________ ______,20060244,_________,10072695,07.4.12,"1,652,096"
____________ _________ ______,20060244,_________,10000736,03.10.24,"1,651,918"
____________ _________ ______,20060244,_________,20161266,11.8.4,"1,651,739"
____________ _________ ______,20060244,_________,20130639,09.4.30,"1,651,561"
____________ _________ ______,20060244,_________,20130706,03.7.11,"1,651,382"
____________ _________ ______,20060244,_________,20143230,11.7.28,"1,651,204"
___,20110290,_________,10001779,04.6.3,"1,651,026"
___,20110290,_________,20066563,05.4.28,"1,650,847"
___,20110290,_________,10055447,15.5.14,"1,650,669"
___,20110290,_________,10005410,15.1.21,"1,650,490"
___,20110290,_________,20134895,07.10.18,"1,650,312"
___,20110290,_________,20166879,04.7.22,"1,650,133"
___,20110290,_________,10004305,10.12.22,"1,649,955"
___,20110290,_________,10005215,10.11.10,"1,649,776"
___,20110290,_________,20131518,09.9.24,"1,649,598"
___,20110290,_________,20132503,11.12.21,"1,649,419"
___,20110290,_________,20134142,14.10.8,"1,649,241"
___,20110290,_________,20134531,04.4.15,"1,649,063"
______,20124937,______,10060612,07.9.19,"1,648,884"
______,20124937,______,10037539,07.11.14,"1,648,706"
______,20124937,_________,20175524,06.4.27,"1,648,527"
______,20124937,_________,10054128,13.5.16,"1,648,349"
______,20124937,_________,10021341,07.12.12,"1,648,170"
______,20124937,_________,10058320,10.12.1,"1,647,992"
______,20124937,_________,10071183,06.3.23,"1,647,813"
______,20124937,_________,20110693,08.7.31,"1,647,635"
______,20124937,_________,20125325,15.8.20,"1,647,457"
______,20124937,_________,20183236,04.4.30,"1,647,278"
______,20124937,_________,20187615,06.6.15,"1,647,100"
____________ _________,20030433,_________,10002387,04.8.13,"1,646,921"
____________ _________,20030433,_________,10087363,14.1.22,"1,646,743"
____________ _________,20030433,_________,10057320,04.5.5,"1,646,564"
____________ _________,20030433,_________,10003953,04.9.3,"1,646,386"
____________ _________,20030433,_________,20123748,09.9.9,"1,646,207"
____________ _________,20030433,_________,20137573,05.3.17,"1,646,029"
____________ _________,20030433,_________,20146324,09.4.2,"1,645,850"
____________ _________,20030433,_________,20146991,15.1.14,"1,645,672"
____________ _________,20030433,_________,10027817,11.1.20,"1,645,494"
____________ _________,20030433,_________,20152139,06.9.28,"1,645,315"
_________ ______,20020220,_________,10071140,10.9.9,"1,645,137"
_________ ______,20020220,_________,10037157,12.5.3,"1,644,958"
_________ ______,20020220,_________,10035772,11.2.17,"1,644,780"
_________ ______,20020220,_________,10006345,13.3.21,"1,644,601"
_________ ______,20020220,_________,10054128,06.2.16,"1,644,423"
_________ ______,20020220,_________,20133071,03.9.5,"1,644,244"
_________ ______,20020220,_________,10000736,13.12.11,"1,644,066"
_________,20040778,_________,10004748,10.8.12,"1,643,887"
_________,20040778,_________,10049767,07.2.8,"1,643,709"
_________,20040778,_________,10057320,12.12.6,"1,643,531"
_________,20040778,_________,10055401,06.2.9,"1,643,352"
_________,20040778,_________,10050151,09.7.15,"1,643,174"
_________,20040778,_________,10054128,04.2.20,"1,642,995"
_________,20040778,_________,20130947,08.10.23,"1,642,817"
_________,20040778,_________,10072736,03.8.1,"1,642,638"
_________,20040778,_________,20145941,13.10.24,"1,642,460"
_________,20040778,_________,20152075,14.10.2,"1,642,281"
_________,20040778,_________,20163746,03.8.14,"1,642,103"
_________,20040778,_________,20165428,06.10.19,"1,641,924"
_________,20090914,_________,10005297,14.7.30,"1,641,746"
_________,20090914,_________,10006877,14.12.17,"1,641,568"
_________,20090914,_________,20066563,15.8.5,"1,641,389"
_________,20090914,_________,20111028,06.7.27,"1,641,211"
_________,20090914,_________,10060331,12.7.25,"1,641,032"
_________,20090914,_________,10029265,13.1.23,"1,640,854"
_________,20090914,_________,20115209,15.7.22,"1,640,675"
_________,20090914,_________,20113235,12.9.13,"1,640,497"
_________,20090914,_________,20166713,05.12.29,"1,640,318"
_________,20090914,_________,20124087,04.2.5,"1,640,140"
_________,20090914,_________,20133172,09.7.22,"1,639,961"
_________,20090914,_________,20156696,13.12.18,"1,639,783"
_________,20090914,_________,20123672,03.12.24,"1,639,605"
_________,20090914,_________,20130460,13.8.1,"1,639,426"
_________,20090914,_________,10005215,13.9.11,"1,639,248"
_________,20090914,_________,20135325,14.8.6,"1,639,069"
_________,20090914,_________,20137023,14.1.22,"1,638,891"
_________ _________,20090297,_________,10005276,09.7.29,"1,638,712"
_________ _________,20090297,_________,10061581,07.8.1,"1,638,534"
_________ _________,20090297,_________,10001397,08.12.3,"1,638,355"
_________ _________,20090297,_________,10035745,05.8.4,"1,638,177"
_________ _________,20090297,_________,20157321,11.8.10,"1,637,999"
_________ _________,20090297,_________,10035365,11.5.4,"1,637,820"
_________ _________,20090297,_________,20152672,07.7.25,"1,637,642"
_________ _________,20090297,_________,20162418,13.1.30,"1,637,463"
_________ _________,20090297,_________,20163709,13.6.5,"1,637,285"
_________ _________,20090297,_________,20165344,06.9.28,"1,637,106"
______ ___ ______,20050239,_________,10061252,08.7.17,"1,636,928"
______ ___ ______,20050239,_________,10090290,12.10.31,"1,636,749"
______ ___ ______,20050239,_________,10006877,06.12.14,"1,636,571"
______ ___ ______,20050239,_________,10035603,10.8.4,"1,636,392"
______ ___ ______,20050239,_________,20111082,09.12.23,"1,636,214"
______ ___ ______,20050239,_________,10058786,06.1.19,"1,636,036"
______ ___ ______,20050239,_________,20131460,15.6.24,"1,635,857"
______ ___ ______,20050239,_________,20143976,99.2.13,"1,635,679"
______ ___ ______,20050239,_________,10028597,05.9.7,"1,635,500"
______ ___ ______,20050239,_________,10061983,13.8.14,"1,635,322"
______ ___ ______,20050239,_________,20159224,13.7.31,"1,635,143"
______ ___ ______,20050239,_________,20162852,13.7.3,"1,634,965"
______ ___ ______,20050239,_________,20162922,10.2.4,"1,634,786"
______ ___ ______,20050239,_________,20145269,11.10.20,"1,634,608"
______,20148845,_________,20170901,03.4.25,"1,634,429"
______,20148845,_________,20067653,12.12.25,"1,634,251"
______,20148845,_________,20111688,05.1.27,"1,634,073"
______,20070435,_________,10003507,08.2.14,"1,633,894"
______,20070435,_________,10057985,15.9.16,"1,633,716"
______,20070435,_________,20111408,03.2.7,"1,633,537"
______,20070435,_________,10058708,12.8.8,"1,633,359"
______,20070435,_________,20127611,14.11.27,"1,633,180"
______,20070435,______,20133634,11.1.27,"1,633,002"
______,20070435,_________,20123614,14.7.23,"1,632,823"
______,20070435,_________,20125468,12.2.2,"1,632,645"
______,20070435,_________,20130405,13.2.21,"1,632,466"
______,20070435,_________,20131796,11.9.22,"1,632,288"
______,20070435,______,20133634,12.5.17,"1,632,110"
______,20070435,_________,20135153,12.7.5,"1,631,931"
______,20070435,_________,20143258,08.6.19,"1,631,753"
______,20070435,_________,20152135,13.12.24,"1,631,574"
______,20070435,_________,20154416,12.3.22,"1,631,396"
______,20070435,_________,20155115,05.12.14,"1,631,217"
_________,20090927,_________,10005749,09.4.22,"1,631,039"
_________,20090927,_________,10026776,02.12.11,"1,630,860"
_________,20090927,_________,10019067,12.1.18,"1,630,682"
_________,20090927,_________,10066680,08.1.10,"1,630,504"
_________,20090927,_________,20131028,14.9.3,"1,630,325"
_________,20090927,_________,20166424,05.1.27,"1,630,147"
_________,20090927,_________,10050151,13.1.9,"1,629,968"
_________,20090927,_________,20125003,06.7.13,"1,629,790"
_________,20090927,_________,20125633,15.2.11,"1,629,611"
_________,20090927,_________,10006335,14.4.30,"1,629,433"
_________,20090927,_________,20132783,08.12.30,"1,629,254"
_________,20090927,_________,10004171,08.9.4,"1,629,076"
_________,20090927,_________,20138330,05.7.29,"1,628,897"
_________,20090927,_________,20138744,14.7.3,"1,628,719"
______,20090248,______,10052465,03.10.2,"1,628,541"
______,20090248,_________,10006390,06.9.21,"1,628,362"
______,20090248,______,10070417,12.1.18,"1,628,184"
______,20090248,_________,10006461,14.5.29,"1,628,005"
______,20090248,_________,20131889,13.9.5,"1,627,827"
______,20090248,_________,20133966,10.7.14,"1,627,648"
______,20090248,_________,10029444,10.6.16,"1,627,470"
______,20090248,_________,20112770,03.11.21,"1,627,291"
_________ ______,20113381,_________,10036883,04.4.2,"1,627,113"
_________ ______,20113381,_________,10055447,03.9.4,"1,626,934"
_________ ______,20113381,_________,10040308,03.6.13,"1,626,756"
_________ ______,20113381,_________,20132391,07.2.1,"1,626,578"
_________ ______,20113381,_________,20126938,06.9.14,"1,626,399"
_________ ______,20113381,_________,20131640,11.7.20,"1,626,221"
_________ ______,20113381,_________,20133283,13.8.14,"1,626,042"
_________ ______,20113381,______,20133844,04.1.16,"1,625,864"
_________ ______,20113381,_________,20159985,02.11.20,"1,625,685"
______ 2,20137044,_________,10053861,05.3.10,"1,625,507"
______ 2,20137044,_________,10069182,10.1.28,"1,625,328"
______ 2,20137044,_________,20170901,09.6.11,"1,625,150"
______ 2,20137044,_________,10057492,05.9.23,"1,624,971"
______ 2,20137044,_________,20133319,15.3.25,"1,624,793"
______ 2,20137044,_________,20187368,07.11.1,"1,624,615"
______ 2,20137044,_________,20180725,10.6.2,"1,624,436"
______ 2,20137044,_________,20147967,09.5.28,"1,624,258"
26___,20088506,______,10070417,11.12.1,"1,624,079"
26___,20088506,_________,10087814,13.11.14,"1,623,901"
26___,20088506,_________,20110341,12.11.29,"1,623,722"
26___,20088506,_________,10030161,09.1.15,"1,623,544"
26___,20088506,_________,10054755,11.7.20,"1,623,365"
26___,20088506,______,10060043,10.12.22,"1,623,187"
26___,20088506,_________,10054755,04.9.17,"1,623,009"
26___,20088506,_________,20133966,15.6.18,"1,622,830"
26___,20088506,_________,20179142,14.4.30,"1,622,652"
26___,20088506,_________,20153778,03.10.17,"1,622,473"
26___,20088506,_________,20143976,10.10.28,"1,622,295"
26___,20088506,_________,20144276,07.2.14,"1,622,116"
26___,20088506,_________,20111776,10.9.16,"1,621,938"
